test set 1:
predicted category, actual category, true_positive, score, gt confidence, lt confidence
1, 5, 0, 2.4955451, 0.9245647969052224, 0.0
1, 5, 0, 2.9051518, 0.925459825750242, 0.0
1, 5, 0, 2.932967, 0.9263565891472868, 0.0
1, 5, 0, 3.0011594, 0.92725509214355, 0.0
1, 4, 0, 3.041628, 0.9281553398058252, 0.0
1, 6, 0, 3.2233436, 0.9290573372206026, 0.0
1, 4, 0, 3.2289486, 0.9299610894941635, 0.0
1, 7, 0, 3.424206, 0.9308666017526777, 0.0
1, 1, 1, 3.4270027, 0.9307992202729045, 0.0
1, 6, 0, 3.522951, 0.9317073170731708, 0.1111111111111111
1, 6, 0, 3.629952, 0.9326171875, 0.1
1, 1, 1, 3.6338038, 0.9325513196480938, 0.09090909090909091
1, 4, 0, 3.6519463, 0.9334637964774951, 0.16666666666666666
1, 6, 0, 3.759408, 0.9343780607247796, 0.15384615384615385
1, 1, 1, 3.783389, 0.9343137254901961, 0.14285714285714285
1, 6, 0, 3.8793175, 0.9352306182531894, 0.2
1, 4, 0, 3.885279, 0.9361493123772102, 0.1875
1, 4, 0, 3.95826, 0.9370698131760079, 0.17647058823529413
1, 5, 0, 4.003765, 0.937992125984252, 0.16666666666666666
1, 1, 1, 4.057583, 0.9379310344827586, 0.15789473684210525
1, 5, 0, 4.1721635, 0.9388560157790927, 0.2
1, 1, 1, 4.195795, 0.9387956564659428, 0.19047619047619047
1, 8, 0, 4.2088714, 0.9397233201581028, 0.22727272727272727
1, 1, 1, 4.2111607, 0.9396636993076162, 0.21739130434782608
1, 1, 1, 4.3385096, 0.9396039603960396, 0.25
1, 5, 0, 4.3403697, 0.9405351833498513, 0.28
1, 9, 0, 4.350005, 0.941468253968254, 0.2692307692307692
1, 4, 0, 4.3793597, 0.94240317775571, 0.25925925925925924
1, 9, 0, 4.3904953, 0.9433399602385686, 0.25
1, 4, 0, 4.398098, 0.9442786069651742, 0.2413793103448276
1, 6, 0, 4.467933, 0.9452191235059761, 0.23333333333333334
1, 5, 0, 4.536845, 0.9461615154536391, 0.22580645161290322
1, 4, 0, 4.60544, 0.9471057884231537, 0.21875
1, 6, 0, 4.6623726, 0.948051948051948, 0.21212121212121213
1, 10, 0, 4.787028, 0.949, 0.20588235294117646
1, 6, 0, 4.795813, 0.94994994994995, 0.2
1, 4, 0, 4.8326545, 0.9509018036072144, 0.19444444444444445
1, 1, 1, 4.848659, 0.950852557673019, 0.1891891891891892
1, 6, 0, 4.922257, 0.9518072289156626, 0.21052631578947367
1, 1, 1, 4.9236784, 0.9517587939698492, 0.20512820512820512
1, 1, 1, 4.9584084, 0.9517102615694165, 0.225
1, 1, 1, 4.993777, 0.9516616314199395, 0.24390243902439024
1, 1, 1, 4.997022, 0.9516129032258065, 0.2619047619047619
1, 1, 1, 4.999633, 0.9515640766902119, 0.27906976744186046
1, 4, 0, 5.051246, 0.9525252525252526, 0.29545454545454547
1, 4, 0, 5.106426, 0.9534883720930233, 0.28888888888888886
1, 5, 0, 5.1178403, 0.9544534412955465, 0.2826086956521739
1, 1, 1, 5.151742, 0.9544072948328267, 0.2765957446808511
1, 6, 0, 5.2164073, 0.9553752535496958, 0.2916666666666667
1, 1, 1, 5.269256, 0.9553299492385787, 0.2857142857142857
1, 8, 0, 5.3333893, 0.9563008130081301, 0.3
1, 1, 1, 5.3419867, 0.9562563580874873, 0.29411764705882354
1, 1, 1, 5.3766246, 0.9562118126272913, 0.3076923076923077
1, 1, 1, 5.3805223, 0.9561671763506626, 0.32075471698113206
1, 1, 1, 5.421591, 0.9561224489795919, 0.3333333333333333
1, 6, 0, 5.506831, 0.9570990806945863, 0.34545454545454546
1, 1, 1, 5.5542507, 0.9570552147239264, 0.3392857142857143
1, 7, 0, 5.5862184, 0.9580348004094166, 0.3508771929824561
1, 4, 0, 5.6733522, 0.9590163934426229, 0.3448275862068966
1, 6, 0, 5.6950054, 0.96, 0.3389830508474576
1, 1, 1, 5.7006135, 0.9599589322381931, 0.3333333333333333
1, 6, 0, 5.7470846, 0.9609455292908531, 0.3442622950819672
1, 1, 1, 5.7580895, 0.9609053497942387, 0.3387096774193548
1, 9, 0, 5.784593, 0.9618949536560247, 0.3492063492063492
1, 6, 0, 5.810521, 0.9628865979381444, 0.34375
1, 1, 1, 5.8165345, 0.9628482972136223, 0.3384615384615385
1, 4, 0, 5.8659453, 0.9638429752066116, 0.3484848484848485
1, 1, 1, 5.8767986, 0.9638055842812823, 0.34328358208955223
1, 1, 1, 5.887048, 0.9637681159420289, 0.35294117647058826
1, 4, 0, 5.901932, 0.9647668393782384, 0.36231884057971014
1, 8, 0, 5.9081354, 0.9657676348547718, 0.35714285714285715
1, 1, 1, 5.924328, 0.9657320872274143, 0.352112676056338
1, 7, 0, 5.92884, 0.9667359667359667, 0.3611111111111111
1, 3, 0, 5.962277, 0.967741935483871, 0.3561643835616438
1, 6, 0, 5.986751, 0.96875, 0.35135135135135137
1, 9, 0, 6.0620685, 0.9697601668404588, 0.3466666666666667
1, 1, 1, 6.0856357, 0.9697286012526096, 0.34210526315789475
1, 3, 0, 6.1549816, 0.9707419017763845, 0.35064935064935066
1, 1, 1, 6.2440114, 0.9707112970711297, 0.34615384615384615
1, 8, 0, 6.2933397, 0.9717277486910995, 0.35443037974683544
1, 1, 1, 6.3022885, 0.9716981132075472, 0.35
1, 4, 0, 6.419027, 0.9727177334732424, 0.35802469135802467
1, 1, 1, 6.55468, 0.9726890756302521, 0.35365853658536583
1, 1, 1, 6.691968, 0.9726603575184016, 0.3614457831325301
1, 1, 1, 6.6962786, 0.9726315789473684, 0.36904761904761907
1, 1, 1, 6.7856297, 0.9726027397260274, 0.3764705882352941
1, 1, 1, 6.797568, 0.9725738396624473, 0.38372093023255816
1, 9, 0, 6.8696237, 0.9736008447729673, 0.39080459770114945
1, 1, 1, 6.869907, 0.9735729386892178, 0.38636363636363635
1, 4, 0, 6.914183, 0.9746031746031746, 0.39325842696629215
1, 1, 1, 6.94671, 0.9745762711864406, 0.3888888888888889
1, 1, 1, 6.960487, 0.9745493107104984, 0.3956043956043956
1, 8, 0, 6.963006, 0.975583864118896, 0.40217391304347827
1, 1, 1, 7.0017986, 0.975557917109458, 0.3978494623655914
1, 1, 1, 7.0342817, 0.975531914893617, 0.40425531914893614
1, 3, 0, 7.039191, 0.9765708200212992, 0.4105263157894737
1, 1, 1, 7.071006, 0.976545842217484, 0.40625
1, 10, 0, 7.182358, 0.9775880469583778, 0.41237113402061853
1, 1, 1, 7.215888, 0.9775641025641025, 0.40816326530612246
1, 1, 1, 7.2913747, 0.9775401069518717, 0.41414141414141414
1, 6, 0, 7.3449526, 0.9785867237687366, 0.42
1, 1, 1, 7.346656, 0.9785637727759914, 0.4158415841584158
1, 1, 1, 7.3753138, 0.9785407725321889, 0.4215686274509804
1, 7, 0, 7.3872085, 0.9795918367346939, 0.42718446601941745
1, 4, 0, 7.420744, 0.9806451612903225, 0.4230769230769231
1, 1, 1, 7.4615517, 0.9806243272335845, 0.41904761904761906
1, 8, 0, 7.465731, 0.9816810344827587, 0.42452830188679247
1, 1, 1, 7.4816413, 0.9816612729234089, 0.4205607476635514
1, 1, 1, 7.507896, 0.9816414686825053, 0.42592592592592593
1, 1, 1, 7.5219374, 0.9816216216216216, 0.43119266055045874
1, 1, 1, 7.6917434, 0.9816017316017316, 0.43636363636363634
1, 1, 1, 7.6928716, 0.9815817984832069, 0.44144144144144143
1, 10, 0, 7.6986747, 0.982646420824295, 0.44642857142857145
1, 1, 1, 7.7113333, 0.9826275787187839, 0.4424778761061947
1, 4, 0, 7.793915, 0.9836956521739131, 0.4473684210526316
1, 6, 0, 7.7977967, 0.984766050054407, 0.4434782608695652
1, 1, 1, 7.8185263, 0.9847494553376906, 0.4396551724137931
1, 1, 1, 7.879174, 0.9847328244274809, 0.4444444444444444
1, 1, 1, 7.9220476, 0.9847161572052402, 0.4491525423728814
1, 1, 1, 7.943277, 0.9846994535519126, 0.453781512605042
1, 1, 1, 7.9474206, 0.9846827133479212, 0.4583333333333333
1, 1, 1, 7.9505486, 0.9846659364731654, 0.4628099173553719
1, 7, 0, 7.9513626, 0.9857456140350878, 0.4672131147540984
1, 1, 1, 7.9714217, 0.9857299670691547, 0.4634146341463415
1, 1, 1, 7.984128, 0.9857142857142858, 0.46774193548387094
1, 1, 1, 7.987102, 0.9856985698569857, 0.472
1, 1, 1, 7.996394, 0.98568281938326, 0.47619047619047616
1, 1, 1, 7.9998784, 0.9856670341786108, 0.48031496062992124
1, 1, 1, 8.035976, 0.9856512141280354, 0.484375
1, 3, 0, 8.049589, 0.9867403314917127, 0.4883720930232558
1, 1, 1, 8.051259, 0.9867256637168141, 0.4846153846153846
1, 1, 1, 8.063652, 0.9867109634551495, 0.48854961832061067
1, 1, 1, 8.071755, 0.9866962305986696, 0.49242424242424243
1, 1, 1, 8.082184, 0.9866814650388457, 0.49624060150375937
1, 1, 1, 8.082373, 0.9866666666666667, 0.5
1, 1, 1, 8.106454, 0.9866518353726362, 0.5037037037037037
1, 1, 1, 8.125435, 0.9866369710467706, 0.5073529411764706
1, 1, 1, 8.145275, 0.9866220735785953, 0.5109489051094891
1, 9, 0, 8.1792145, 0.9877232142857143, 0.5144927536231884
1, 1, 1, 8.18926, 0.9877094972067039, 0.5107913669064749
1, 1, 1, 8.194862, 0.9876957494407159, 0.5142857142857142
1, 1, 1, 8.230814, 0.9876819708846585, 0.5177304964539007
1, 1, 1, 8.239658, 0.9876681614349776, 0.5211267605633803
1, 1, 1, 8.330909, 0.9876543209876543, 0.5244755244755245
1, 1, 1, 8.344293, 0.9876404494382023, 0.5277777777777778
1, 1, 1, 8.3483305, 0.9876265466816648, 0.5310344827586206
1, 1, 1, 8.3802805, 0.9876126126126126, 0.5342465753424658
1, 1, 1, 8.399138, 0.9875986471251409, 0.5374149659863946
1, 1, 1, 8.43999, 0.9875846501128668, 0.5405405405405406
1, 1, 1, 8.45422, 0.9875706214689266, 0.5436241610738255
1, 1, 1, 8.4863615, 0.9875565610859729, 0.5466666666666666
1, 1, 1, 8.49232, 0.9875424688561721, 0.5496688741721855
1, 1, 1, 8.497734, 0.9875283446712018, 0.5526315789473685
1, 1, 1, 8.507518, 0.9875141884222475, 0.5555555555555556
1, 1, 1, 8.5094385, 0.9875, 0.5584415584415584
1, 9, 0, 8.522829, 0.9886234357224118, 0.5612903225806452
1, 4, 0, 8.533266, 0.989749430523918, 0.5576923076923077
1, 1, 1, 8.551082, 0.9897377423033067, 0.554140127388535
1, 1, 1, 8.553926, 0.9897260273972602, 0.5569620253164557
1, 9, 0, 8.589068, 0.9908571428571429, 0.559748427672956
1, 1, 1, 8.593845, 0.9908466819221968, 0.55625
1, 1, 1, 8.613312, 0.9908361970217641, 0.5590062111801242
1, 1, 1, 8.617957, 0.9908256880733946, 0.5617283950617284
1, 1, 1, 8.619605, 0.9908151549942594, 0.5644171779141104
1, 1, 1, 8.623302, 0.9908045977011494, 0.5670731707317073
1, 1, 1, 8.628305, 0.9907940161104718, 0.5696969696969697
1, 1, 1, 8.636359, 0.9907834101382489, 0.572289156626506
1, 6, 0, 8.677008, 0.9919261822376009, 0.5748502994011976
1, 1, 1, 8.678239, 0.9919168591224018, 0.5714285714285714
1, 1, 1, 8.688408, 0.991907514450867, 0.5739644970414202
1, 1, 1, 8.712238, 0.9918981481481481, 0.5764705882352941
1, 1, 1, 8.714266, 0.9918887601390498, 0.5789473684210527
1, 1, 1, 8.72224, 0.9918793503480279, 0.5813953488372093
1, 1, 1, 8.739621, 0.991869918699187, 0.5838150289017341
1, 1, 1, 8.760809, 0.9918604651162791, 0.5862068965517241
1, 1, 1, 8.765417, 0.9918509895227008, 0.5885714285714285
1, 1, 1, 8.769582, 0.9918414918414918, 0.5909090909090909
1, 1, 1, 8.771446, 0.9918319719953326, 0.5932203389830508
1, 1, 1, 8.771552, 0.991822429906542, 0.5955056179775281
1, 1, 1, 8.779565, 0.991812865497076, 0.5977653631284916
1, 1, 1, 8.792683, 0.9918032786885246, 0.6
1, 1, 1, 8.795979, 0.9917936694021102, 0.6022099447513812
1, 10, 0, 8.809427, 0.9929577464788732, 0.6043956043956044
1, 1, 1, 8.830484, 0.9929494712103408, 0.6010928961748634
1, 1, 1, 8.83504, 0.9929411764705882, 0.6032608695652174
1, 1, 1, 8.845033, 0.9929328621908127, 0.6054054054054054
1, 1, 1, 8.845721, 0.9929245283018868, 0.6075268817204301
1, 1, 1, 8.859178, 0.9929161747343566, 0.6096256684491979
1, 1, 1, 8.862543, 0.9929078014184397, 0.6117021276595744
1, 1, 1, 8.867115, 0.9928994082840237, 0.6137566137566137
1, 1, 1, 8.87168, 0.9928909952606635, 0.6157894736842106
1, 1, 1, 8.874573, 0.9928825622775801, 0.6178010471204188
1, 1, 1, 8.88194, 0.9928741092636579, 0.6197916666666666
1, 1, 1, 8.90126, 0.9928656361474435, 0.6217616580310881
1, 1, 1, 8.910639, 0.9928571428571429, 0.6237113402061856
1, 1, 1, 8.9193735, 0.9928486293206198, 0.6256410256410256
1, 1, 1, 8.936089, 0.9928400954653938, 0.6275510204081632
1, 1, 1, 8.945092, 0.992831541218638, 0.6294416243654822
1, 1, 1, 8.949158, 0.992822966507177, 0.6313131313131313
1, 3, 0, 8.967598, 0.9940119760479041, 0.6331658291457286
1, 1, 1, 8.970822, 0.9940047961630696, 0.63
1, 1, 1, 8.973247, 0.9939975990396158, 0.6318407960199005
1, 1, 1, 8.987894, 0.9939903846153846, 0.6336633663366337
1, 1, 1, 8.996797, 0.9939831528279182, 0.6354679802955665
1, 1, 1, 9.012409, 0.9939759036144579, 0.6372549019607843
1, 1, 1, 9.014736, 0.9939686369119421, 0.6390243902439025
1, 1, 1, 9.049944, 0.9939613526570048, 0.6407766990291263
1, 1, 1, 9.051275, 0.9939540507859734, 0.642512077294686
1, 1, 1, 9.052033, 0.9939467312348669, 0.6442307692307693
1, 1, 1, 9.062699, 0.9939393939393939, 0.645933014354067
1, 1, 1, 9.0808735, 0.9939320388349514, 0.6476190476190476
1, 1, 1, 9.081875, 0.9939246658566221, 0.6492890995260664
1, 1, 1, 9.095588, 0.9939172749391727, 0.6509433962264151
1, 1, 1, 9.102287, 0.9939098660170523, 0.6525821596244131
1, 1, 1, 9.103153, 0.9939024390243902, 0.6542056074766355
1, 1, 1, 9.112329, 0.9938949938949939, 0.6558139534883721
1, 1, 1, 9.114612, 0.9938875305623472, 0.6574074074074074
1, 1, 1, 9.11842, 0.9938800489596084, 0.6589861751152074
1, 3, 0, 9.125151, 0.9950980392156863, 0.6605504587155964
1, 1, 1, 9.134358, 0.9950920245398773, 0.6575342465753424
1, 1, 1, 9.13932, 0.995085995085995, 0.6590909090909091
1, 1, 1, 9.168148, 0.995079950799508, 0.6606334841628959
1, 1, 1, 9.170866, 0.9950738916256158, 0.6621621621621622
1, 1, 1, 9.17416, 0.9950678175092479, 0.6636771300448431
1, 1, 1, 9.180154, 0.9950617283950617, 0.6651785714285714
1, 1, 1, 9.180979, 0.9950556242274413, 0.6666666666666666
1, 1, 1, 9.190421, 0.995049504950495, 0.668141592920354
1, 1, 1, 9.191282, 0.9950433705080545, 0.6696035242290749
1, 8, 0, 9.20129, 0.9962779156327544, 0.6710526315789473
1, 1, 1, 9.237129, 0.9962732919254659, 0.6681222707423581
1, 1, 1, 9.241271, 0.996268656716418, 0.6695652173913044
1, 1, 1, 9.247108, 0.9962640099626401, 0.670995670995671
1, 1, 1, 9.250683, 0.9962593516209476, 0.6724137931034483
1, 1, 1, 9.27145, 0.9962546816479401, 0.6738197424892703
1, 1, 1, 9.280552, 0.99625, 0.6752136752136753
1, 1, 1, 9.285438, 0.9962453066332916, 0.676595744680851
1, 1, 1, 9.286734, 0.9962406015037594, 0.6779661016949152
1, 1, 1, 9.292309, 0.9962358845671268, 0.679324894514768
1, 1, 1, 9.31209, 0.9962311557788944, 0.680672268907563
1, 1, 1, 9.317345, 0.9962264150943396, 0.6820083682008368
1, 1, 1, 9.344095, 0.9962216624685138, 0.6833333333333333
1, 1, 1, 9.345493, 0.9962168978562421, 0.6846473029045643
1, 1, 1, 9.352952, 0.9962121212121212, 0.6859504132231405
1, 1, 1, 9.3576565, 0.9962073324905183, 0.6872427983539094
1, 1, 1, 9.365919, 0.9962025316455696, 0.6885245901639344
1, 1, 1, 9.366848, 0.9961977186311787, 0.689795918367347
1, 1, 1, 9.378369, 0.9961928934010152, 0.6910569105691057
1, 1, 1, 9.37953, 0.9961880559085133, 0.6923076923076923
1, 1, 1, 9.380776, 0.9961832061068703, 0.6935483870967742
1, 1, 1, 9.384745, 0.9961783439490446, 0.6947791164658634
1, 1, 1, 9.399389, 0.9961734693877551, 0.696
1, 1, 1, 9.402669, 0.9961685823754789, 0.6972111553784861
1, 1, 1, 9.406088, 0.9961636828644501, 0.6984126984126984
1, 1, 1, 9.412624, 0.9961587708066582, 0.6996047430830039
1, 1, 1, 9.421245, 0.9961538461538462, 0.7007874015748031
1, 1, 1, 9.421777, 0.9961489088575096, 0.7019607843137254
1, 1, 1, 9.427895, 0.9961439588688946, 0.703125
1, 1, 1, 9.433883, 0.9961389961389961, 0.7042801556420234
1, 1, 1, 9.434787, 0.9961340206185567, 0.7054263565891473
1, 1, 1, 9.436289, 0.9961290322580645, 0.7065637065637066
1, 1, 1, 9.44009, 0.9961240310077519, 0.7076923076923077
1, 1, 1, 9.4408045, 0.9961190168175937, 0.7088122605363985
1, 1, 1, 9.44231, 0.9961139896373057, 0.7099236641221374
1, 1, 1, 9.452349, 0.9961089494163424, 0.7110266159695817
1, 1, 1, 9.454083, 0.9961038961038962, 0.7121212121212122
1, 1, 1, 9.463681, 0.9960988296488946, 0.7132075471698113
1, 1, 1, 9.472096, 0.99609375, 0.7142857142857143
1, 1, 1, 9.4728155, 0.9960886571056062, 0.7153558052434457
1, 1, 1, 9.474543, 0.9960835509138382, 0.7164179104477612
1, 1, 1, 9.481863, 0.996078431372549, 0.7174721189591078
1, 1, 1, 9.493869, 0.9960732984293194, 0.7185185185185186
1, 1, 1, 9.495178, 0.9960681520314548, 0.7195571955719557
1, 1, 1, 9.50049, 0.9960629921259843, 0.7205882352941176
1, 1, 1, 9.506704, 0.9960578186596584, 0.7216117216117216
1, 1, 1, 9.507297, 0.9960526315789474, 0.7226277372262774
1, 1, 1, 9.514776, 0.9960474308300395, 0.7236363636363636
1, 1, 1, 9.518371, 0.996042216358839, 0.7246376811594203
1, 1, 1, 9.526272, 0.9960369881109643, 0.7256317689530686
1, 1, 1, 9.529314, 0.996031746031746, 0.7266187050359713
1, 1, 1, 9.531563, 0.9960264900662251, 0.7275985663082437
1, 1, 1, 9.534213, 0.9960212201591512, 0.7285714285714285
1, 1, 1, 9.541545, 0.9960159362549801, 0.7295373665480427
1, 1, 1, 9.546993, 0.9960106382978723, 0.7304964539007093
1, 1, 1, 9.554963, 0.996005326231691, 0.7314487632508834
1, 1, 1, 9.555754, 0.996, 0.7323943661971831
1, 1, 1, 9.55661, 0.9959946595460614, 0.7333333333333333
1, 1, 1, 9.558966, 0.9959893048128342, 0.7342657342657343
1, 1, 1, 9.56108, 0.9959839357429718, 0.735191637630662
1, 1, 1, 9.562383, 0.9959785522788204, 0.7361111111111112
1, 1, 1, 9.567043, 0.9959731543624161, 0.7370242214532872
1, 1, 1, 9.568948, 0.9959677419354839, 0.7379310344827587
1, 1, 1, 9.569339, 0.9959623149394348, 0.738831615120275
1, 1, 1, 9.582797, 0.9959568733153639, 0.7397260273972602
1, 1, 1, 9.588076, 0.9959514170040485, 0.7406143344709898
1, 1, 1, 9.589567, 0.995945945945946, 0.7414965986394558
1, 1, 1, 9.602556, 0.9959404600811907, 0.7423728813559322
1, 1, 1, 9.603959, 0.9959349593495935, 0.7432432432432432
1, 1, 1, 9.606102, 0.9959294436906377, 0.7441077441077442
1, 1, 1, 9.6107235, 0.9959239130434783, 0.7449664429530202
1, 1, 1, 9.614433, 0.9959183673469387, 0.745819397993311
1, 1, 1, 9.6170225, 0.9959128065395095, 0.7466666666666667
1, 1, 1, 9.620159, 0.9959072305593452, 0.7475083056478405
1, 1, 1, 9.621492, 0.9959016393442623, 0.7483443708609272
1, 1, 1, 9.622742, 0.9958960328317373, 0.7491749174917491
1, 1, 1, 9.624054, 0.9958904109589041, 0.75
1, 1, 1, 9.624305, 0.9958847736625515, 0.7508196721311475
1, 1, 1, 9.6286745, 0.9958791208791209, 0.7516339869281046
1, 1, 1, 9.640251, 0.9958734525447043, 0.752442996742671
1, 1, 1, 9.640699, 0.9958677685950413, 0.7532467532467533
1, 1, 1, 9.643228, 0.9958620689655172, 0.7540453074433657
1, 1, 1, 9.643343, 0.9958563535911602, 0.7548387096774194
1, 1, 1, 9.645203, 0.995850622406639, 0.7556270096463023
1, 1, 1, 9.645938, 0.9958448753462604, 0.7564102564102564
1, 1, 1, 9.654078, 0.9958391123439667, 0.7571884984025559
1, 1, 1, 9.661685, 0.9958333333333333, 0.7579617834394905
1, 1, 1, 9.662261, 0.9958275382475661, 0.7587301587301587
1, 1, 1, 9.662667, 0.9958217270194986, 0.759493670886076
1, 1, 1, 9.666273, 0.99581589958159, 0.7602523659305994
1, 1, 1, 9.670341, 0.9958100558659218, 0.7610062893081762
1, 1, 1, 9.670945, 0.9958041958041958, 0.7617554858934169
1, 1, 1, 9.6712475, 0.9957983193277311, 0.7625
1, 1, 1, 9.673034, 0.9957924263674615, 0.7632398753894081
1, 10, 0, 9.675405, 0.9971910112359551, 0.7639751552795031
1, 1, 1, 9.67748, 0.9971870604781997, 0.7616099071207431
1, 1, 1, 9.678158, 0.9971830985915493, 0.7623456790123457
1, 10, 0, 9.684504, 0.998589562764457, 0.7630769230769231
1, 1, 1, 9.689556, 0.998587570621469, 0.7607361963190185
1, 1, 1, 9.689945, 0.9985855728429985, 0.7614678899082569
1, 1, 1, 9.692618, 0.9985835694050992, 0.7621951219512195
1, 1, 1, 9.699795, 0.9985815602836879, 0.7629179331306991
1, 1, 1, 9.703274, 0.9985795454545454, 0.7636363636363637
1, 1, 1, 9.703379, 0.9985775248933144, 0.7643504531722054
1, 1, 1, 9.705919, 0.9985754985754985, 0.7650602409638554
1, 1, 1, 9.709119, 0.9985734664764622, 0.7657657657657657
1, 1, 1, 9.715242, 0.9985714285714286, 0.7664670658682635
1, 1, 1, 9.715956, 0.9985693848354793, 0.7671641791044777
1, 1, 1, 9.719548, 0.998567335243553, 0.7678571428571429
1, 1, 1, 9.722894, 0.9985652797704447, 0.7685459940652819
1, 1, 1, 9.72297, 0.9985632183908046, 0.7692307692307693
1, 1, 1, 9.723058, 0.9985611510791367, 0.7699115044247787
1, 1, 1, 9.7239485, 0.9985590778097982, 0.7705882352941177
1, 1, 1, 9.726648, 0.9985569985569985, 0.7712609970674487
1, 1, 1, 9.72669, 0.9985549132947977, 0.7719298245614035
1, 1, 1, 9.727248, 0.9985528219971056, 0.7725947521865889
1, 1, 1, 9.728422, 0.9985507246376811, 0.7732558139534884
1, 1, 1, 9.734221, 0.9985486211901307, 0.7739130434782608
1, 1, 1, 9.736453, 0.998546511627907, 0.7745664739884393
1, 1, 1, 9.73834, 0.9985443959243085, 0.7752161383285303
1, 1, 1, 9.738507, 0.9985422740524781, 0.7758620689655172
1, 1, 1, 9.738854, 0.9985401459854014, 0.7765042979942693
1, 1, 1, 9.743178, 0.9985380116959064, 0.7771428571428571
1, 1, 1, 9.747171, 0.9985358711566618, 0.7777777777777778
1, 1, 1, 9.748044, 0.998533724340176, 0.7784090909090909
1, 1, 1, 9.748462, 0.9985315712187959, 0.7790368271954674
1, 1, 1, 9.748602, 0.9985294117647059, 0.7796610169491526
1, 1, 1, 9.752134, 0.9985272459499264, 0.780281690140845
1, 1, 1, 9.753007, 0.9985250737463127, 0.7808988764044944
1, 1, 1, 9.753836, 0.9985228951255539, 0.7815126050420168
1, 1, 1, 9.754811, 0.9985207100591716, 0.7821229050279329
1, 1, 1, 9.755726, 0.9985185185185185, 0.7827298050139275
1, 1, 1, 9.755842, 0.9985163204747775, 0.7833333333333333
1, 1, 1, 9.760451, 0.9985141158989599, 0.7839335180055401
1, 1, 1, 9.762111, 0.9985119047619048, 0.7845303867403315
1, 1, 1, 9.76217, 0.9985096870342772, 0.7851239669421488
1, 1, 1, 9.763108, 0.9985074626865672, 0.7857142857142857
1, 1, 1, 9.763617, 0.9985052316890882, 0.7863013698630137
1, 1, 1, 9.763967, 0.9985029940119761, 0.7868852459016393
1, 1, 1, 9.766253, 0.9985007496251874, 0.7874659400544959
1, 1, 1, 9.766452, 0.9984984984984985, 0.7880434782608695
1, 1, 1, 9.771426, 0.9984962406015038, 0.7886178861788617
1, 1, 1, 9.772218, 0.9984939759036144, 0.7891891891891892
1, 1, 1, 9.775902, 0.9984917043740573, 0.7897574123989218
1, 1, 1, 9.777115, 0.9984894259818731, 0.7903225806451613
1, 1, 1, 9.778879, 0.9984871406959153, 0.7908847184986595
1, 1, 1, 9.78199, 0.9984848484848485, 0.7914438502673797
1, 1, 1, 9.783794, 0.9984825493171472, 0.792
1, 1, 1, 9.784491, 0.9984802431610942, 0.7925531914893617
1, 1, 1, 9.786693, 0.9984779299847792, 0.7931034482758621
1, 1, 1, 9.787117, 0.9984756097560976, 0.7936507936507936
1, 1, 1, 9.787381, 0.9984732824427481, 0.7941952506596306
1, 1, 1, 9.787712, 0.9984709480122325, 0.7947368421052632
1, 1, 1, 9.7881975, 0.998468606431853, 0.7952755905511811
